Detector module ID,Assembly date,Assembler,FE board number,A0 SM ID,A1 SM ID,Resistance when assembling (Ohms),Kapton foam layers,Assembly location,Cu housing provider,Cu housing ID,Cu housing tool,Thermomaterial applied,DeltaT average at 0.25 A [ºC],RMS DeltaT over 4 sensors,Average LY,Average max(|LO asymmetry|),RU,Resistance at 23ºC,CP Width Bottom before assembly [mm],Width Bottom [mm],Width Bottom Edge [mm],Delta Bottom,CP Width High before assambly [mm],Width High [mm],Width High Edge [mm],Delta Top,A visible gap between copper tabs and SiPM packages (Y/N),All copper tabs 90 degrees (Y/N),Tab is NOT touching glue,"> 0.4 variation in TEC response to bias (Y, value/N)",Comments,Mounted on tray?
32110040004399,24/03/2025,Alex,0367,32110020008878,32110020008902,51,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004400,25/03/2025,Jason,1676,32110020008940,32110020008948,50.2,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004401,25/03/2025,Jason,1692,32110020008734,32110020008769,50.18,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004402,25/03/2025,Jason,0312,32110020008802,32110020008848,50.74,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004403,25/03/2025,Jason,0355,32110020008941,32110020008946,49.8,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004404,25/03/2025,Jason,0359,32110020008711,32110020008739,51.13,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004405,25/03/2025,Jason,1682,32110020008712,32110020008891,51.48,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004406,25/03/2025,Jason,1550,32110020008763,32110020008882,51.45,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004407,25/03/2025,Jason,0263,32110020008724,32110020008919,50.57,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004408,25/03/2025,Jason,1535,32110020008738,32110020008823,50.29,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004409,25/03/2025,Jason,0412,32110020008868,32110020008894,52.05,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004410,26/03/25,Alex,1551,32110020008733,32110020008875,51.25,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004411,26/03/25,Alex,0360,32110020008835,32110020008944,51.1,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004412,26/03/25,Ludovico,0395,32110020008876,32110020008922,52.19,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004413,26/03/25,Ludovico,1687,32110020008783,32110020008798,50.56,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004414,26/03/25,Alex,0399,32110020008832,32110020008854,51.5,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004415,26/03/25,Alex,1708,32110020008795,32110020008812,51.41,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004416,27/03/25,Ludovico,1543,32110020008697,32110020008811,50.66,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004417,27/03/25,Ludovico,1545,32110020008858,32110020008872,50.51,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004418,27/03/25,Ludovico,1555,32110020008871,32110020008828,51.09,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004419,27/03/25,Ludovico,1709,32110020008718,32110020008760,50.87,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004420,27/03/25,Ludovico,1662,32110020008893,32110020008945,51.38,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004421,27/03/25,Ludovico,1554,32110020008863,32110020008873,51.59,1,,,,,,,,,,,,,,,,,,,,,,,,pairing was changed (modules were matched with an already matched pair),
32110040004422,31/03/25,Alex,1691,32110020008870,32110020008974,51.04,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004423,31/03/25,Alex,1501,32110020008989,32110020009000,50.99,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004424,01/04/25,Alex,1534,32110020008967,32110020008996,50.68,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004425,01/04/25,Alex,1502,32110020008980,32110020009081,50.31,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004426,02/04/25,Jason,1705,32110020008964,32110020009074,51.88,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004427,02/04/25,Jason,1685,32110020008984,32110020009076,51.76,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004428,02/04/25,Jason,1673,32110020008979,32110020009077,51.87,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004429,02/04/25,Jason,1539,32110020008969,32110020008992,51.32,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004430,02/04/25,Jason,1664,32110020008965,32110020009016,50.99,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004431,02/04/25,Jason,1706,32110020009048,32110020009051,51.2,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004432,02/04/25,Jason,1658,32110020008952,32110020009060,51.22,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004433,02/04/25,Jason,1656,32110020009002,32110020009066,51.99,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004434,02/04/25,Jason,1684,32110020008973,32110020008988,49.89,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004435,02/04/25,Jason,1547,32110020008976,32110020008982,51.45,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004436,03/04/25,Soham,1540,32110020009072,32110020009093,51.25,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004437,03/04/25,Soham,1701,32110020009055,32110020009097,51.48,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004438,04/04/25,Soham,1663,32110020008955,32110020008968,50.87,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004439,04/04/25,Soham,1688,32110020009068,32110020009075,52.05,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004440,04/04/25,Soham,1703,32110020008985,32110020009047,50.63,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004441,04/04/25,Soham,1699,32110020008958,32110020008990,51.59,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004442,04/04/25,Alex,1661,32110020008852,32110020009036,51.27,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004443,04/04/25,Alex,1698,32110020008954,32110020009125,50.88,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004444,09/04/2025,Alex,0537,32110020009050,32110020009126,51.6,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004445,09/04/2025,Alex,0670,32110020008971,32110020009129,49.83,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004446,09/04/2025,Jason,0655,32110020008956,32110020008977,51.43,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004447,09/04/2025,Jason,0692,32110020008975,32110020009001,51.5,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004448,09/04/2025,Jason,0684,32110020009042,32110020009071,52.37,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004449,09/04/2025,Jason,0626,32110020009062,32110020009084,52.17,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004450,09/04/2025,Jason,0683,32110020008959,32110020009041,51.55,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004451,09/04/2025,Jason,0676,32110020008981,32110020009069,51.63,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004452,09/04/2025,Jason,0693,32110020009008,32110020009024,51.57,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004453,09/04/2025,Jason,0583,32110020009049,32110020009088,52.38,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004454,09/04/2025,Jason,0688,32110020008987,32110020009067,52.21,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004455,09/04/2025,Jason,0650,32110020008951,32110020009040,51.67,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004456,09/04/2025,Alex,0687,32110020009063,32110020009073,51.03,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004457,09/04/2025,Alex,0503,32110020009027,32110020009078,51.53,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004458,11/04/2025,Jason,0610,32110020008978,32110020009003,51.82,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004459,11/04/2025,Jason,0617,32110020008994,32110020009079,51,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004460,11/04/2025,Jason,0665,32110020008603,32110020008995,51.67,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004461,11/04/2025,Jason,0534,32110020008993,32110020009053,51.69,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004462,11/04/2025,Jason,0578,32110020009018,32110020009127,51.61,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004463,11/04/2025,Jason,0656,32110020008999,32110020009091,52.24,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004464,11/04/2025,Jason,0690,32110020009029,32110020009065,51.42,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004465,11/04/2025,Jason,0694,32110020009080,32110020009116,52.18,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004466,11/04/2025,Jason,0580,32110020008970,32110020009064,50.43,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004467,11/04/2025,Jason,0701,32110020008991,32110020009102,50.47,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004468,11/04/2025,Alex,0569,32110020009004,32110020009028,51.01,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004469,11/04/2025,Alex,0523,32110020008950,32110020009013,51.64,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004470,11/04/2025,Ray,0602,32110020008966,32110020009046,51.43,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004471,11/04/2025,Ray,0614,32110020009086,32110020009039,51.78,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004472,14/04/2025,Ludo,0746,32110020009019,32110020009061,51.11,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004473,14/04/2025,Ludo,0606,32110020009099,32110020009117,51.16,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004474,14/04/2025,Ludo,0685,32110020009092,32110020009035,50.97,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004475,14/04/2025,Ludo,0584,32110020009037,32110020009056,51.84,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004476,15/04/2025,Alex,0737,32110020009044,32110020009054,51.64,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004477,15/04/2025,Alex,0567,32110020008962,32110020009045,50.75,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004478,15/05/2025,A+T,0513,32110020008472,32110020008960,50.26,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004479,15/05/2025,A+T,0616,32110020008942,32110020009010,50.24,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004480,15/05/2025,A+T,0585,32110020009006,32110020009133,50.73,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004481,15/05/2025,A+T,0747,32110020009026,32110020009131,50.5,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004482,16/04/2025,A+T,0504,32110020008843,32110020009023,51.27,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004483,16/04/2025,A+T,0763,32110020008998,32110020009085,51.92,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004484,16/04/2025,A+T,0579,32110020008961,32110020009057,50.32,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004485,16/04/2025,A+T,0588,32110020009038,32110020009070,51.27,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004486,18/04/2025,A+T,0562,32110020008963,32110020009096,50.93,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004487,18/04/2025,A+T,0551,32110020008997,32110020009015,51.33,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004488,18/04/2025,A+T,0538,32110020008441,32110020009058,51.65,1,                                   ,,,,,,,,,,,,,,,,,,,,,,,,
32110040004489,18/04/2025,A+T,0519,32110020008923,32110020009043,50.6,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004490,18/04/2025,A+T,0538,32110020008441,32110020009058,51.65,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004491,21/04/2025,Alex,0547,32110020009009,32110020009032,51.54,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004492,21/04/2025,Alex,0565,32110020008900,32110020009106,51.1,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004493,22/04/2025,Alex,0501,32110020008916,32110020009121,51.01,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004494,22/04/2025,Alex,0698,32110020009090,32110020009128,51.41,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004495,28/04/2025,Alex,0570,32110020008855,32110020009059,51.38,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004496,28/04/2025,Alex,0512,32110020009033,32110020009098,50.53,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004497,29/04/2025,Alex,0553,32110020008889,32110020009105,50.64,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004498,29/04/2025,Alex,0576,32110020009011,32110020009034,51.19,1,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004499,29/04/2025,Soham,0507,32110020009014,32110020009118,52.31,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004500,01/05/2025,Alex,0502,32110020008904,32110020009132,49.21,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004501,01/05/2025,Alex,0511,32110020009012,32110020009017,51.6,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004502,02/05/2025,Alex,0515,32110020008840,32110020008869,51.49,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004503,02/05/2025,Alex,0549,32110020008896,32110020009124,51.93,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004504,06/05/2025,Jason,0603,32110020009025,32110020009123,50.63,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004505,06/05/2025,Jason,0744,32110020008857,32110020009021,50.83,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004506,06/05/2025,Jason,0540,32110020008726,32110020009007,50.71,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004507,06/05/2025,Jason,0738,32110020008641,32110020009134,50.76,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004508,06/05/2025,Jason,0769,32110020008901,32110020009005,51.99,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004509,07/05/2025,A+L,0691,32110020009185,32110020009233,52.7,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004510,07/05/2025,A+L,0712,32110020008746,32110020009156,50.82,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004511,07/05/2025,A+L,0651,32110020008972,32110020009170,51.58,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004512,07/05/2025,A+L,0624,32110020008899,32110020009194,51.3,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004513,08/05/2025,Soham,0669,32110020009259,32110020009296,50.2,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004514,08/05/2025,Soham,0516,32110020009190,32110020009193,50.89,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004515,08/05/2025,Elise,0702,32110020009164,32110020009282,50.83,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004516,08/05/2025,Elise,0707,32110020009136,32110020009204,50.11,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004517,08/05/2025,Ludovico,0619,32110020008957,32110020009183,51.96,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004518,08/05/2025,Ludovico,0711,32110020009199,32110020009316,50.53,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004519,08/05/2025,Ludovico,0597,32110020009087,32110020009243,51.8,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004544,09/05/2025,Alex,0627,32110020009175,32110020009192,52.41,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004545,09/05/2025,Alex,0667,32110020009151,32110020009235,52.06,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004520,13/05/2025,Jason,0710,32110020009226,32110020009244,50.67,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004521,13/05/2025,Jason,0615,32110020009299,32110020009323,49.87,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004522,13/05/2025,Jason,0563,32110020009161,32110020009191,50.06,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004523,13/05/2025,Jason,0675,32110020009139,32110020009186,49.36,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004524,13/05/2025,Jason,0550,32110020009216,32110020009217,51.89,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004525,13/05/2025,Jason,0623,32110020009247,32110020009286,51.63,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004527,13/05/2025,Jason,0678,32110020009030,32110020009272,51.23,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004528,13/05/2025,Jason,0672,32110020009264,32110020009327,50.54,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004529,13/05/2025,Jason,0734,32110020009138,32110020009181,49.51,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004530,13/05/2025,Jason,0620,32110020009160,32110020009203,52.12,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004531,15/05/2025,Ludovico,0686,32110020009083,32110020009180,49.57,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004532,15/05/2025,Ludovico,0681,32110020009140,32110020009255,49.1,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004533,16/05/2025,Ludovico,0564,32110020009150,32110020009250,51.28,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004534,16/05/2025,Ludovico,0689,32110020008986,32110020009187,52.49,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004535,16/05/2025,Ludovico,0751,32110020008983,32110020009265,50.03,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004536,22/05/2025,Ludovico,0520,32110020009230,32110020009252,51.65,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004537,22/05/2025,Ludovico,0571,32110020008698,32110020009100,50.7,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004538,22/05/2025,Ludovico,0505,32110020008732,32110020009202,50.55,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004539,22/05/2025,Ludovico,0532,32110020009159,32110020009218,50.12,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004540,27/05/2025,Alex,0526,32110020009241,32110020009314,51.2,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004541,27/05/2025,Alex,0673,32110020009279,32110020009320,49.98,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004542,29/05/2025,Jason,0506,32110020009207,32110020009212,51.52,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004543,29/05/2025,Jason,0735,32110020009220,32110020009237,52.35,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004546,29/05/2025,Jason,0671,32110020009245,32110020009291,51.93,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004547,29/05/2025,Jason,0557,32110020008570,32110020008861,51.85,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004548,29/05/2025,Jason,0517,32110020009144,32110020009152,50.83,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004549,29/05/2025,Jason,0590,32110020009174,32110020009184,51.19,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004550,29/05/2025,Jason,0508,32110020009256,32110020009263,50.77,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004551,29/05/2025,Jason,0572,32110020009031,32110020009288,50.71,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004552,29/05/2025,Jason,0561,32110020009197,32110020009227,51.47,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004553,29/05/2025,Jason,0591,32110020009271,32110020009305,50.61,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004554,29/05/2025,Alex,0752,32110020009287,32110020009295,49.87,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004555,29/05/2025,Alex,0544,32110020009166,32110020009328,50.31,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004556,02/06/2025,Alex,0560,32110020009224,32110020009254,50.7,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004557,02/06/2025,Alex,0708,32110020009257,32110020009315,50.95,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004558,03/06/2025,Victoria,0740,32110020009153,32110020009290,50.8,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004559,03/06/2025,Jason,0666,32110020009231,32110020009249,52.6,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004560,03/06/2025,Jason,0736,32110020009317,32110020009326,49.57,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004561,03/06/2025,Jason,0625,32110020009173,32110020009178,51.3,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004562,03/06/2025,Jason,0528,32110020008851,32110020009182,49.78,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004563,03/06/2025,Jason,0677,32110020009114,32110020009324,50.6,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004564,03/06/2025,Jason,0679,32110020008662,32110020009214,51.56,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004565,03/06/2025,Jason,0766,32110020009232,32110020009266,52.8,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004566,03/06/2025,Jason,0521,32110020009221,32110020009321,51.2,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004567,03/06/2025,Jason,0762,32110020008797,32110020009312,49.98,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004568,03/06/2025,Jason,0575,32110020008817,32110020009278,50.64,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004569,03/06/2025,A+T,0682,32110020008865,32110020009310,50.52,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004570,03/06/2025,A+T,0600,32110020009283,32110020009289,50.46,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004571,03/06/2025,A+T,0546,32110020009113,32110020009229,50.85,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004572,03/06/2025,A+T,0680,32110020009162,32110020009248,52.7,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004573,03/07/2025,Alex,0518,32110020009242,32110020009275,51.66,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004574,03/07/2025,Alex,0554,32110020009052,32110020009294,50.02,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004575,06/06/2025,A+J,0541,32110020009143,32110020009171,50.11,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004576,06/06/2025,A+J,0568,32110020009146,32110020009253,51.79,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004577,06/06/2025,A+J,0706,32110020009238,32110020009293,49.14,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004578,06/06/2025,A+J,0510,32110020009177,32110020009222,49.25,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004579,09/06/2025,Alex,0573,32110020008924,32110020009147,50.09,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004580,09/06/2025,Alex,0555,32110020009157,32110020009172,49.68,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004581,10/06/2025,Alex,0558,32110020009213,32110020009228,50.49,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004582,10/06/2025,Alex,0539,32110020009196,32110020009223,51.86,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004583,11/06/2025,Elise,0509,32110020008847,32110020009329,50.19,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004584,11/06/2025,Elise,0574,32110020009163,32110020009284,50.38,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004585,11/06/2025,Elise,0552,32110020009111,32110020009276,50.91,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004586,11/06/2025,Thomas,3436,32110020009188,32110020009318,50.17,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004587,11/06/2025,Thomas,2330,32110020009208,32110020009313,49.21,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004588,11/06/2025,Alex,2766,32110020009148,32110020009155,49.74,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004589,11/06/2025,Alex,3415,32110020009120,32110020009258,50.96,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004590,11/06/2025,Thomas,2724,32110020008864,32110020008925,51.53,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004591,11/06/2025,Thomas,2536,32110020009122,32110020009179,51,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004592,11/06/2025,Alex,2688,32110020009149,32110020009239,50.6,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004593,11/06/2025,Alex,3432,32110020009273,32110020009319,49.47,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004594,11/06/2025,Jason,3435,32110020008829,32110020009165,50.53,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004595,11/06/2025,Jason,3444,32110020009130,32110020009269,49.46,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004596,11/06/2025,Jason,2378,32110020009101,32110020009206,49.41,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004597,11/06/2025,Jason,0559,32110020008800,32110020009307,49.32,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004598,11/06/2025,Jason,3419,32110020009119,32110020009145,51.96,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004599,11/06/2025,Jason,3450,32110020009234,32110020009274,52.34,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004600,11/06/2025,Jason,3402,32110020008881,32110020009168,51.73,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004601,11/06/2025,Jason,0709,32110020009201,32110020009304,50.55,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004602,11/06/2025,Jason,3488,32110020009198,32110020009240,49.81,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004603,11/06/2025,Jason,3453,32110020009219,32110020009325,51.25,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004604,11/06/2025,Jason,0566,32110020009200,32110020009285,50.14,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004605,12/06/2025,Soham,2765,32110020008842,32110020008939,50.36,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004606,12/06/2025,Alex,2374,32110020009301,32110020009322,49.36,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004607,12/06/2025,Alex,2773,32110020009095,32110020009215,50.4,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004608,12/06/2025,Alex,0604,32110020009225,32110020009277,51.32,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004609,12/06/2025,Alex,2712,32110020009167,32110020009251,50.96,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004610,12/06/2025,Thomas,2723,32110020009094,32110020009195,50.23,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004614,12/06/2025,Thomas,3428,32110020008936,32110020009141,50.13,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004613,12/06/2025,T+S,2360,32110020009135,32110020009267,48.98,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004615,12/06/2025,T+S,3468,32110020008838,32110020009262,49.2,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004611,13/06/2025,Thomas,3460,32110020009406,32110020009464,50.45,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004612,13/06/2025,Thomas,2556,32110020009337,32110020009427,49.56,2,,,,,,,,,,,,,,,,,,,,,,,,,
